ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default
24,simple,6687966876869,Painel Plafon Led Sobrepor 30w 40x40 Quadrado Pop Branco Frio 6500K Bivolt Avant,1,0,visible,,"<h1>Painel Plafon Led Sobrepor 30w 40x40 Quadrado Pop Branco Frio 6500K Bivolt Avant</h1>

SOBRE O PRODUTOSinônimo de iluminação de qualidade e economia, a luminária plafon se tornou um ícone da Avant e muito querida entre seus consumidores.Muitos projetos de arquitetura à incluem, por ser de extrema praticidade e por possuir um design minimalista, que permite a aplicação em muitos estilos diferentes de decoração.Muitos consumidores relatam a notória redução de gastos que este exemplar de luminária led embutir entrega. Possui uma alta capacidade de iluminação, sendo que ao mesmo tempo usa uma taxa muito baixa de energia elétrica para gerar luz. Efeito positivo de sua tecnologia LED que através de um diodo emissor de luz gera essa iluminação uniforme e constante.DIFERENCIAISMAIS ECONÔMICO: Economiza até 80% de energia quando comparado as antigas lâmpadas.DURA MUITO MAIS: Dura até 25x mais do que as lâmpadas incandescentes.SEM CALOR: Como não emite radiação infravermelho, o feixe luminoso do LED é livre de calor.MAIS SEGURO: Opera em baixa voltagem, o que representa menor perigo para o instalador.INFORMAÇÕES TÉCNICAS- Medidas: 40x40x3cm- Potência: 30W.- Tensão: Bivolt.- Temperatura de Cor: 6500K- Vida Útil: 25.000H.- Índice de Proteção: IP20- Ângulo 120°ATENÇÃONa instalação do driver bivolt eletrônico, certifique-se de que o mesmo não ficará em contato com a luminária, pois toda a base da luminária funciona como dissipador de calor, o que pode causar danos e interferências no funcionamento do transformadorNÃO DIMERIZAVELDIMENSÃOLargura: 41,50 cmComprimento: 41,50 cmGARANTIA12 meses fornecidas pela fabricanteSOBRE A FABRICANTE A AVANT é uma empresa genuinamente brasileira, especializada em produtos para iluminação e posicionada entre as maiores empresas do segmento. É reconhecida pela excelência e qualidade de seus produtos e por manter uma grande e sólida parceria de longo prazo com seus clientes. Está presente em todos os estados brasileiros, com uma estrutura de profissionais aptos e experientes, prontos para atender as diversas necessidades de seus clientes, com eficiência e comprometimento. Prestigiada por profissionais e consumidores, é considerada pioneira no lançamento de produtos modernos e inovadores, presente na diversidade e qualificação de seu portfólio.",,,none,,1,,,no,yes,,,,,no,,59,59,,,,,,,,,,,,,,,
25,simple,6886799799788,Luminária Trilho Eletrificado Spot Triplo 3 Lâmpadas E-27,1,0,visible,,"<h1>Luminária Trilho Eletrificado Spot Triplo 3 Lâmpadas E-27</h1>

Decore sua casa criando pontos de destaque com os Spot's direcionáveis!Seu design moderno faz do trilho eletrificado uma das luminárias mais desejadas nos projetos de iluminação.- Luminária desenvolvida em polímero, plástico ultra resistente e 100% Reciclável.- Fácil de instalar, o modelo permite que você tenha diversas lâmpadas em apenas uma  saída de luz.- Direcione o foco de luz para onde preferir com Spot's Fixos com rotação de 360° e inclinação de 180º.- Sem parafusos aparentes para um acabamento perfeito.- É possível unir 1 ou mais trilhos, com as peças UNIÃO e CURVA, que acompanham o produto.- Resistente a maresia.- Encaixe da lâmpada soquete E-27 modelo americano.- Proteção contra raios UV- Bivolt 110/220VMEDIDA: 42cm x 3cm (LARGURA x ALTURA)INFORMAÇÕES TÉCNICAS DO PRODUTO:MATERIAL: Polímero de engenharia.VOLTAGEM: Bivolt 110/220V.POTÊNCIA: 20W Por Spot CAPACIDADE DE LÂMPADAS: 3ENCAIXE DA LÂMPADA: Soquete E27 (Tradicional)!! NÃO ACOMPANHA LÂMPADA !!!! NÃO USAR LÂMPADA INCANDESCENTE E HALÓGENAS !!LIMPEZA:A limpeza pode ser realizada com um pano úmido. Não recomendamos que utilize produtos abrasivos.EMBALAGEM:Produto enviado com embalagem resistente para garantir que chegue em segurança e em perfeito estado até você.Caso tenha alguma dúvida, ficaremos felizes em lhe atender via CHAT.",,,none,,1,,,no,yes,,,,,no,,41,41,,,,,,,,,,,,,,,
26,simple,9799897968679,Luminária De Piso Dapon FL0WH-EU Abajur Articulada Pedestal De Chão Cor Branca,1,0,visible,,"<h1>Luminária De Piso Dapon FL0WH-EU Abajur Articulada Pedestal De Chão Cor Branca</h1>

Luminária de Piso com Braço Articulado Dapon - Ilumine e Decore com EstiloTransforme o ambiente da sua casa ou escritório com a elegância e funcionalidade da Luminária de Piso com Braço Articulado Dapon. Com seu design moderno e sofisticado, esta luminária é perfeita para criar uma atmosfera aconchegante e estilosa em qualquer espaço.Versatilidade Articulada:Com um braço articulado e estrutura ajustável, esta luminária oferece diversos níveis de ajuste e direcionamento da luz, proporcionando versatilidade incomparável. Ideal para uso em salas, escritórios, estúdios de maquiagem, tatuagem, salões de beleza e muito mais, ela se adapta às suas necessidades de iluminação e decoração.Construção de Alta Qualidade:Fabricada com materiais resistentes e duráveis, como metal, esta luminária possui uma estrutura sólida e bem construída. Sua base ponderada garante estabilidade enquanto o braço articulado permite fácil ajuste da posição da luz. Além disso, a instalação é rápida e simples, podendo ser feita em menos de 1 minuto, dispensando a necessidade de profissionais.Itens Inclusos:Este conjunto inclui todos os componentes necessários para montagem e operação da luminária:1 Lâmpada LED inteligente com 3 cores de luz1 Braço articulado1 Cúpula3 Hastes de metal1 Base ponderada1 Cabo de energia com interruptor liga/desligaCada haste possui 34cm de altura, totalizando uma altura máxima de 1 metro e 75cm.",,,none,,1,,,no,yes,,,,,no,,159,159,,,,,,,,,,,,,,,
27,simple,7769778898678,Luminária De Mesa AT-1002 Articulada Abajur Modelo Pixar Com Base e Garra Cor Branca,1,0,visible,,"<h1>Luminária De Mesa AT-1002 Articulada Abajur Modelo Pixar Com Base e Garra Cor Branca</h1>

Luminária De Mesa Dapon Articulada - Abajur Modelo PixarIlumine seu espaço com a Luminária de Mesa Dapon Articulada, uma combinação perfeita de estilo e funcionalidade. Este abajur no modelo Pixar é ideal para quem busca uma iluminação flexível e eficiente, adaptando-se perfeitamente a qualquer ambiente, seja no escritório, na sala de leitura ou no quarto.Especificações Técnicas:Frequência: 50/60HzVoltagem: 110/220V BivoltCertificações: CE e RoHsSuporte: Base e GarraPeso Aproximado: 1,35kgCabo: 1,5mAltura Máxima: Aproximadamente 68 centímetrosDesign Flexível e EstávelCom seu braço articulado, você pode ajustar a luminária para direcionar a luz conforme desejar, proporcionando conforto visual. Sua base ponderada garante estabilidade, permitindo que a luminária permaneça firme em qualquer posição.Controle PráticoO interruptor On/Off localizado no cabo facilita o uso diário, permitindo ligar e desligar a luz com apenas um toque.Materiais de Alta QualidadeConstruída com material metálico resistente, a luminária Dapon não só é durável, mas também traz uma elegância ao seu espaço.Garra e Base InclusasAcompanha uma garra em C, ideal para fixar a luminária em diferentes locais, economizando espaço e evitando marcas de desgaste.Eficiência EnergéticaEquipada com luz LED, a Dapon garante uma economia de até 90% nos custos de energia, com uma vida útil de até 30.000 horas.Conteúdo da Embalagem:1x Luminária de mesa Dapon1x Base1x Clip para prender na lateral da mesa",,,none,,1,,,no,yes,,,,,no,,109,109,,,,,,,,,,,,,,,
28,simple,8966988676698,Plafon Led Quadrado Sobrepor 18w 6500k Branco Frio Elgin,1,0,visible,,"<h1>Plafon Led Quadrado Sobrepor 18w 6500k Branco Frio Elgin</h1>

O Plafon LED Quadrado Sobrepor 18W 6500K Branco Frio da marca Elgin é a escolha ideal para iluminar diversos ambientes internos, como banheiros, cozinhas, escritórios, quartos, salas e áreas de garagem. Com um design moderno e formato quadrado, este painel LED é fácil de instalar no teto, proporcionando uma iluminação eficiente e de alta qualidade. Sua potência de 18W e temperatura de cor de 6500K garantem uma luz branca fria, perfeita para criar um ambiente agradável e produtivo. Fabricado em plástico, possui uma vida útil impressionante de 25.000 horas, tornando-o uma opção econômica e sustentável. Além disso, é bivolt, o que facilita sua utilização em diferentes locais. Ideal para quem busca praticidade e eficiência energética em um único produto.",,,none,,1,,,no,yes,,,,,no,,24,24,,,,,,,,,,,,,,,
29,simple,6979866786667,Kit 10 Avant Pop embutir quadrado 18 w 6500k cor branco-frio 110/220V,1,0,visible,,"<h1>Kit 10 Avant Pop embutir quadrado 18 w 6500k cor branco-frio 110/220V</h1>

A combinação perfeita de iluminação e design. Esta luminária dará vida aos seus espaços para que você possa aproveitá-los ao máximo. Além disso, você pode personalizar seus cantinhos favoritos e dar-lhes detalhes diferenciados.Ilumine seus espaçosEste modelo é adequado para lâmpadas com tecnologia LED, que além de contribuir para o cuidado do meio ambiente, duram mais e permitem economizar até 90% mais do que as luzes convencionais.Personalize com estiloGraças ao seu design especial, você pode instalar esta luminária em ambientes fechados e decorar todos os espaços da sua casa ou escritório de acordo com suas necessidades e gostos.",,,none,,1,,,no,yes,,,,,no,,128,128,,,,,,,,,,,,,,,
30,simple,8879969968976,Abajur Luminária Lua Cheia 3d Majestic Led De Mesa Sem Fio Quarto Cúpula Branco Estrutura Marrom-claro,1,0,visible,,"<h1>Abajur Luminária Lua Cheia 3d Majestic Led De Mesa Sem Fio Quarto Cúpula Branco Estrutura Marrom-claro</h1>

Luminária Lua Cheia 3DAgora você vai deixar o seu quarto ainda mais romântico e toda noite será de lua cheia.* Cor do corpo: Branco* Cor da Luz: Amarelo Quente* Lâmpada: LED* Potência: 0.3W* Fonte de alimentação: 3 Baterias",,,none,,1,,,no,yes,,,,,no,,21,21,,,,,,,,,,,,,,,
31,simple,6867779778687,Luminária De Parede Arandela 2 Facho Longo Starlumen St187 110v/220v - Preta,1,0,visible,,"<h1>Luminária De Parede Arandela 2 Facho Longo Starlumen St187 110v/220v - Preta</h1>

A Starlumen começou com um forte desejo de trabalhar e fazer a diferença. Por isso, a marca continua focada na qualidade dos seus produtos, e não apenas na venda. Assim, investe recursos e esforços para testar e controlar todos os seus produtos. A empresa acredita na tecnologia como uma ferramenta para construir uma vida melhor, buscando promover projetos que tragam uma melhor qualidade de vida à sociedade.Ilumine seus espaçosEste modelo é adequado para lâmpadas com tecnologia LED, que além de contribuir para o cuidado do meio ambiente, duram mais e permitem economizar até 90% mais do que as luzes convencionais.Personalize com estiloGraças ao seu material resistente, você pode instalar esta luminária ao ar livre e garantir uma excelente qualidade de iluminação sem risco de deterioração.ESPECIFICAÇÕES TÉCNICAS DA ARANDELA- Preta- Aceita lâmpadas LED ou Halógena- Material da arandela: Alumínio e vidro- Voltagem da arandela: Bivolt 110/220v- Soquete: 02 GU10- Tamanho da arandela: altura 22 cm x largura 10,5 cm x profundidade 10 cm- Utiliza 2 lâmpadas GU10 LED ou Halógena.ITENS INCLUSOS:- 01 ARANDELA DUPLO FACHONÃO ACOMPANHA LÂMPADA",,,none,,1,,,no,yes,,,,,no,,44,44,,,,,,,,,,,,,,,
32,simple,8769796989789,"Luminária Articulavel Porta Lápis, Caneta E Suporte Celular Cúpula Preto Estrutura Preto 127/220v Marx Greg 3D",1,0,visible,,"<h1>Luminária Articulavel Porta Lápis, Caneta E Suporte Celular Cúpula Preto Estrutura Preto 127/220v Marx Greg 3D</h1>

A luminária articulada de mesa é uma opção prática e eficiente para iluminar de forma adequada o ambiente de trabalho, estudo ou até para sua escrivaninha ao lado da cama. Com sua estrutura articulada, a luminária pode ser ajustada de acordo com a preferência do usuário, direcionando a luz para onde ela é necessária. Além disso, sua base é estável, proporcionando uma fixação segura e evitando que a luminária caia ou se mova.A luminária articulada é uma excelente escolha para ser usada como abajur ao lado da cama, oferecendo diversas vantagens em relação aos abajures convencionais:Uma das principais vantagens é a flexibilidade de direcionamento da luz. Com sua estrutura articulada, a luminária pode ser facilmente ajustada para direcionar a luz em diferentes ângulos e intensidades, permitindo que o usuário possa personalizar a iluminação de acordo com suas preferências e necessidades. Isso é especialmente útil para quem gosta de ler ou trabalhar na cama antes de dormir, ou ainda para quem precisa de um ponto de luz para se orientar no quarto durante a noite.Outra vantagem é que essa luminária articulada de mesa é compacta e fácil de posicionar ao lado da cama ou na sua mesa de trabalho, ocupando menos espaço do que os abajures tradicionais.Outra vantagem importante é que essa luminária possui tecnologia LED, que consome menos energia elétrica em comparação com outras opções de iluminação. Isso significa que o uso de uma luminária de mesa pode ajudar a reduzir a conta de luz e os custos de energia.Itens inclusos:1 x Luminária bivolt1 x Lâmpada LED bivolt",,,none,,1,,,no,yes,,,,,no,,59,59,,,,,,,,,,,,,,,
33,simple,7686678867986,Luminaria Projetor Astronauta Galaxia Estrelas Usb Cor da cúpula Branco Cor da estrutura Branco 110V/220V,1,0,visible,,"<h1>Luminaria Projetor Astronauta Galaxia Estrelas Usb Cor da cúpula Branco Cor da estrutura Branco 110V/220V</h1>

Transforme o quarto do seu filho em um universo de aventuras com a Luminária de Mesa Astronauta Projetor Galáxia Estrelas. Com tecnologia de iluminação LED, essa luminária cria um ambiente mágico e relaxante, projetando imagens de galáxias e estrelas no teto. Feita com materiais de alta qualidade, possui estrutura branca em plástico e tela de vidro. Com seu design compacto, pode ser facilmente colocada em qualquer lugar. Além disso, conta com conexão USB para maior praticidade. Deixe a imaginação do seu filho voar com essa incrível luminária.",,,none,,1,,,no,yes,,,,,no,,78,78,,,,,,,,,,,,,,,
34,simple,8896797799668,Candeeiro de Mesa talog D.S. Recarregável Lâmpada Sem Fios Estrutura Preta 110V/220V DS,1,0,visible,,"<h1>Candeeiro de Mesa talog D.S. Recarregável Lâmpada Sem Fios Estrutura Preta 110V/220V DS</h1>

Luminária Abajur Mesa Led Touch Dimerizável S/ Fio Recarregável#DESCRIÇÃOA Luminária Abajur de Mesa LED Touch Dimerizável sem fio é uma opção prática e versátil para iluminar espaços de maneira eficiente e elegante. Ela foi projetada para ser portátil e pode ser recarregada, permitindo que você a utilize em diferentes áreas da casa ou em qualquer lugar que precise de uma fonte de luz conveniente.#IDEIAS Leitura Noturna, Trabalho, Estudo, Iluminação De Ambientes Aconchegantes, Entre Outros.Além disso, a opção de cor da luz permite que você ajuste a iluminação para diferentes atividades, tornando-a uma ótima opção para uso em escritórios, quartos, salas de estar, quartos de bebê, entre outros espaços.#COMO USAR:1 Toque: Muda A Tonalidade Da CorPressionar: Muda A Intensidade Da Luz#CARACTERÍSTICASPotência: 6W Cores da Luz: Branco Quente, Branco Frio e Branco NeutroDimerizável: Sim (controle da intensidade da luz)Material: Metal Recarregável: Sim Base Antiderrapante: SimInterruptor com Toque: SimBateria: Até 12H de Duração. Dependendo da Intensidade da Luz e da Utilização do Abajur Led: Sim#DIMENSÕESAltura: 38cmComprimento: 9,5cmLargura Da Cúpula: Ø11cm Peso Aproximado: 670g#ACOMPANHA1x Luminária 1x Cabo USB-C'.",,,none,,1,,,no,yes,,,,,no,,50,50,,,,,,,,,,,,,,,
35,simple,9989697768679,Luminária Astronauta com Caixa de Som Bluetooth Projetor De Luz Galáxia Estrelas Cor Branco Bivolt,1,0,visible,,"<h1>Luminária Astronauta com Caixa de Som Bluetooth Projetor De Luz Galáxia Estrelas Cor Branco Bivolt</h1>

- Apresentamos a Luminária Astronauta Projetor Luz Galáxia Nebulosa Bluetooth. - Com tecnologia de iluminação LED, este modelo de luminária traz um design único de astronauta com caixa de som integrada. - A tela é feita de acrílico e a estrutura de plástico ABS, garantindo durabilidade e resistência. - Com altura total de 23.4"" e largura total de 12"", esta luminária é perfeita para decorar qualquer ambiente. Além disso, possui conexão USB, permitindo que você reproduza suas músicas favoritas enquanto desfruta da projeção da galáxia e nebulosa. - Transforme seu espaço em um verdadeiro universo com a Luminária Astronauta Projetor Luz Galáxia Nebulosa Bluetooth.ITENS DO PACOTE:- 1 PROJETOR ASTRONAUTA COM BLUETOOTH- 1 BASE PARA FIXAR EM PÉ O PROJETOR- 1 CONTROLE (não acompanha pilhas)",,,none,,1,,,no,yes,,,,,no,,62,62,,,,,,,,,,,,,,,
36,simple,7796789677977,Luminaria Astronauta NO2SPY Galaxy Light de 127/220V branco projector,1,0,visible,,"<h1>Luminaria Astronauta NO2SPY Galaxy Light de 127/220V branco projector</h1>

Essa luz noturna de projeção estelar é uma escolha acertada para todas as idades, desde bebês até adultos. Com oito tipos impressionantes de efeitos de nebulosa e estrelas cintilantes, proporciona uma experiência visualmente deslumbrante. Capaz de transformar qualquer ambiente em um espaço mágico e relaxante com facilidade. Ideal para criar uma atmosfera tranquila para o sono do bebê, despertar a curiosidade das crianças ou adicionar um toque mágico aos espaços dos adultos. Acompanha controle remoto e temporizador, permitindo personalizar os efeitos, ajustando o padrão, brilho e velocidade de acordo com as preferências pessoais. Uma opção encantadora para iluminar as noites e estimular a imaginação.",,,none,,1,,,no,yes,,,,,no,,50,50,,,,,,,,,,,,,,,
37,simple,8789779768767,Painel Slim LED 18W Plafon De Embutir 22x22cm Quadrado Gesso Alumínio Branco-frio 6500K LLUMM,1,0,visible,,"<h1>Painel Slim LED 18W Plafon De Embutir 22x22cm Quadrado Gesso Alumínio Branco-frio 6500K LLUMM</h1>

Plafon Slim LED 18W de Embutir LLUMM Bronzearte!Transforme qualquer ambiente com o Painel Slim LED 18W. Ideal para residências e espaços comerciais, este painel combina um design moderno com uma iluminação poderosa e eficiente.Benefícios:• Design Moderno: O acabamento em aluminio adiciona um toque de sofisticação a qualquer ambiente.• Iluminação Potente: Com 18W de potência, proporciona um fluxo luminoso de 1530 lumens, garantindo uma iluminação uniforme e brilhante.• Tecnologia LED: Alta eficiência energética e maior durabilidade, reduzindo os custos com energia elétrica.• Fácil Instalação: Projetado para ser instalado facilmente em qualquer tipo de teto.• Versatilidade: Perfeito para salas de estar, escritórios, corredores e cozinhas.Transforme seu espaço com o Painel Slim LED 18W de Embutir LLUMM Bronzearte. Compre agora e experimente uma iluminação superior e elegante!Características Técnicas:- Potência: 18W- Tensão da Rede: Bivolt (127V - 220V)- Frequência da Rede: 50/60Hz- Fluxo Luminoso: 1530lm- Eficiência Luminosa: 85lm/W- Índice de Proteção: IP40- Dimensões do painel: 217mm x 217mm x 0,7mm- Dimensões nicho: 200mm x 200mm- Vida Útil: 25.000 horasFAQ:1. O que proporciona o índice de proteção IP40?O IP40 oferece proteção contra corpos sólidos maiores que 1mm, como fios e ferramentas, tornando o painel adequado para uso interno.2. O painel é dimerizável?Não, este modelo não possui a função de dimerização.3. Qual é a durabilidade do painel?O painel possui uma vida útil de aproximadamente 25.000 horas.4. É fácil de instalar?Sim, a instalação é simples e rápida. Acompanha manual de instalação detalhado.",,,none,,1,,,no,yes,,,,,no,,35,35,,,,,,,,,,,,,,,
38,simple,9999879989666,Kit 10 Painel Plafon De Led 18w Sobrepor Quadrado Branco Frio Mgc Bivolt,1,0,visible,,"<h1>Kit 10 Painel Plafon De Led 18w Sobrepor Quadrado Branco Frio Mgc Bivolt</h1>

A combinação perfeita de iluminação e design. Esta luminária dará vida aos seus espaços para que você possa aproveitá-los ao máximo. Além disso, você pode personalizar seus cantinhos favoritos e dar-lhes detalhes diferenciados.Ideal para iluminação interna de ambientes residenciais, comerciais ou corporativos.- Propriedades:- Construção livre de mercúrio.- Painel com acabamento em policarbonato na cor branco.- Baixo consumo de energia.- Características de Funcionamento:- Tensão nominal: 100V a 240V (BIVOLT)- Fator de potência: >0,50.- Baixo consumo de energia.- Tipo de Instalação: Sobrepor.- Características:- Temperatura de Cor: 6500k | Branco Frio.- Não Dimerizável.- Ângulo de Abertura: 120°.- IRC**: 70.- Tipo de Uso: Interno.- Especificações Técnicas:- Cód. de Barras: 7899452031570.- Potência: 18W.- Tensão: 100V - 240V Bivolt.- Fluxo Luminoso: 840Im.- Eficiência Luminosa: 70 lm/W.- Peso: 129g.- Dimensões: C = 197mm | L = 197mm | A = 23mm.",,,none,,1,,,no,yes,,,,,no,,174,174,,,,,,,,,,,,,,,
39,simple,6896899886866,2 Plafon Simples Suporte Lâmpadas Bocal Cerâmico E27,1,0,visible,,"<h1>2 Plafon Simples Suporte Lâmpadas Bocal Cerâmico E27</h1>

Este conjunto de 2 Plafon Simples Suporte Lâmpadas Bocal Cerâmico E27 é perfeito para qualquer ambiente interno. Fabricado pela renomada marca Plafon, estes suportes de lâmpadas são de cor branca, proporcionando um visual limpo e moderno. Infelizmente, eles não incluem um controle remoto e não são autoadesivos, mas isso não diminui a sua funcionalidade. Estes suportes de lâmpadas não são sem fio e têm um formato de plafon, o que os torna ideais para uma variedade de estilos de decoração. Cada suporte de lâmpada tem capacidade para uma lâmpada, permitindo que você ilumine o seu espaço como desejar. O modelo Plafon é conhecido pela sua durabilidade e estilo, tornando estes suportes de lâmpadas uma excelente escolha para qualquer casa ou escritório. Estes suportes de lâmpadas não possuem um botão de pressionar e não são compatíveis com Wi-Fi. No entanto, a sua construção em PVC com terminais em latão e condutor de cobre eletrolítico garante a sua longevidade. Além disso, o tratamento UV previne o amarelamento da cor, mantendo o seu aspecto branco brilhante. Com um diâmetro de 15cm, estes suportes de lâmpadas são compactos e discretos, perfeitos para qualquer ambiente.",,,none,,1,,,no,yes,,,,,no,,16,16,,,,,,,,,,,,,,,
40,simple,9879786787669,Painel Home LED 24W Plafon 30x30cm Sobrepor Quadrado Alumínio 6500K Branco-frio Bivolt LLUMM,1,0,visible,,"<h1>Painel Home LED 24W Plafon 30x30cm Sobrepor Quadrado Alumínio 6500K Branco-frio Bivolt LLUMM</h1>

Plafon Home LED 24W de Sobrepor LLUMM Bronzearte!Transforme qualquer ambiente com o Painel Home LED Preto 24W. Ideal para residências e espaços comerciais, este painel combina um design moderno com uma iluminação poderosa e eficiente.Benefícios:• Design Moderno: O acabamento preto adiciona um toque de sofisticação a qualquer ambiente.• Iluminação Potente: Com 24W de potência, proporciona um fluxo luminoso de 2040 lumens, garantindo uma iluminação uniforme e brilhante.• Tecnologia LED: Alta eficiência energética e maior durabilidade, reduzindo os custos com energia elétrica.• Fácil Instalação: Projetado para ser instalado facilmente em qualquer tipo de teto.• Versatilidade: Perfeito para salas de estar, escritórios, corredores e cozinhas.Transforme seu espaço com o Painel Home LED Preto 24W de Sobrepor LLUMM Bronzearte. Compre agora e experimente uma iluminação superior e elegante!Características Técnicas:- Potência: 24W- Tensão da Rede: Bivolt (127V - 220V)- Frequência da Rede: 50/60Hz- Fluxo Luminoso: 2040lm- Eficiência Luminosa: 85lm/W- Índice de Proteção: IP40- Dimensões: 295mm x 295mm x 24mm- Vida Útil: 25.000 horasFAQ:1. O que proporciona o índice de proteção IP40?O IP40 oferece proteção contra corpos sólidos maiores que 1mm, como fios e ferramentas, tornando o painel adequado para uso interno.2. O painel é dimerizável?Não, este modelo não possui a função de dimerização.3. Qual é a durabilidade do painel?O painel possui uma vida útil de aproximadamente 25.000 horas.4. É fácil de instalar?Sim, a instalação é simples e rápida. Acompanha manual de instalação detalhado.",,,none,,1,,,no,yes,,,,,no,,42,42,,,,,,,,,,,,,,,
41,simple,8967889867667,Spot Sobrepor Slim Teto Beiral 5w Preto Externo Interno Led Frio,1,0,visible,,"<h1>Spot Sobrepor Slim Teto Beiral 5w Preto Externo Interno Led Frio</h1>

A combinação perfeita de iluminação e design. Esta luminária dará vida aos seus espaços para que você possa aproveitá-los ao máximo. Além disso, você pode personalizar seus cantinhos favoritos e dar-lhes detalhes diferenciados.Ilumine seus espaçosEste modelo é adequado para lâmpadas com tecnologia LED, que além de contribuir para o cuidado do meio ambiente, duram mais e permitem economizar até 90% mais do que as luzes convencionais.Personalize com estiloGraças ao seu material resistente, você pode instalar esta luminária ao ar livre e garantir uma excelente qualidade de iluminação sem risco de deterioração.",,,none,,1,,,no,yes,,,,,no,,41,41,,,,,,,,,,,,,,,
42,simple,7779797768866,Luminária LED Por do Sol Marca Lorben Sunset Lamp 16 Cores RGBW USB com Controle Remoto e Rotação 360°,1,0,visible,,"<h1>Luminária LED Por do Sol Marca Lorben Sunset Lamp 16 Cores RGBW USB com Controle Remoto e Rotação 360°</h1>

Ilumine Seus Momentos com a Luminária Por do Sol Sunset Lorben!Deixe sua criatividade brilhar com a Luminária Por do Sol Sunset da Lorben, a escolha perfeita para adicionar uma pitada de magia aos seus espaços. Com sua haste giratória de 360°, esta luminária oferece uma experiência única de iluminação, permitindo que você ajuste o ângulo perfeito para cada ocasião.Cores Vibrantes e Versatilidade em Cada Detalhe!Explore 16 cores de luz (RGBW + 12 cores), para criar o ambiente ideal. Além disso, possui 4 filtros de cor que proporcionam opções adicionais para personalizar ainda mais sua iluminação. Seja para decoração, fotografia, ou filmagens para Reels, Instagram, Facebook, TikTok, a Luminária Sunset Lorben é indispensável para youtubers, blogueiros e videomakers que buscam destacar seu conteúdo de maneira única.Design Inteligente e Praticidade Sem Igual!A Luminária Por do Sol Sunset Lorben não é apenas uma fonte de luz; é uma obra de arte funcional. Com dimensões compactas, ela se adapta perfeitamente a qualquer ambiente. A haste articulada e a rotação de 360° oferecem flexibilidade incomparável, enquanto o controle remoto proporciona comodidade na ponta dos seus dedos.Transforme Seus Espaços com Sofisticação e Estilo!Adquira agora a Luminária Por do Sol Sunset Lorben e mergulhe em uma experiência luminosa única. Incluindo controle remoto e 4 filtros de cor, esta luminária é a escolha ideal para elevar a atmosfera de seus ambientes. Aproveite a praticidade da alimentação USB, seja criativo e destaque-se nas redes sociais. Ilumine seus momentos com a Lorben!Transforme seus espaços com a Luminária Por do Sol Sunset Lorben. Adquira já a sua e deixe a magia acontecer!Marca: LorbenModelo: Sunset LampMaterial: Plástico ABS, vidro, metal, componentes eletrônicosCor: PretoEntrada: DC 5C 2APotência: 5WIluminação: LedQuantidade de cores de luz: 16 cores (RGBW + 12 cores)Funções: Estático, flash, estrobo, fade e smoothControle: Por controle remotoCabo de energia: USB A (não inclui adaptador de tomada)Indicação: Decoração, fotografia e filmagens para Reels, Instagram, Facebook, TikTok, para youtubers, blogueiros, videomakersInclui:1 Luminária por do sol1 Controle remoto4 Filtros de corDimensões do produto:Altura: 28cmDiâmetro da base: 10cmAltura da base: 3,7cmComprimento da haste: 15cmEspessura da haste: 1cmDiâmetro da luminária: 7,5cmEspessura da luminária: 2,5cmDiâmetro do visor: 5,5cmLargura da borda da luminária: 2cmComprimento do cabo de energia: 150cmPeso do produto: 220g::OBS.:: Garanta o máximo de desempenho desde o primeiro uso! As baterias inclusas no controle remoto são uma cortesia para teste inicial. Recomendamos substituí-las por baterias novas para aproveitar o produto ao máximo.Tamanho da embalagem: 14x10,5x10,5cmPeso do produto: 285gCódigo do produto: GT6331Imagens ilustrativas. As tonalidades podem variar. Os produtos são medidos manualmente, podendo haver pequenas variações nas medidas. Não acompanha celular.",,,none,,1,,,no,yes,,,,,no,,70,70,,,,,,,,,,,,,,,
43,simple,7888967679767,Arandela Luminária Tartaruga Alumínio E Vidro - Cor Preta,1,0,visible,,"<h1>Arandela Luminária Tartaruga Alumínio E Vidro - Cor Preta</h1>

A Arandela Luminária Tartaruga, da renomada marca Biancoluce, é a escolha perfeita para iluminar seus ambientes externos com estilo e sofisticação. Com um design exclusivo em formato de tartaruga, esta luminária combina a elegância do alumínio e do vidro na cor preta, proporcionando um toque moderno à sua decoração. O modelo FC-3210C/PT é bivolt, compatível com lâmpadas comuns ou LED, utilizando um soquete E-27, permitindo versatilidade na escolha da fonte de luz. Suas dimensões compactas de 21,0 cm de comprimento, 10,5 cm de largura e 9,0 cm de altura a tornam ideal para instalação em paredes. É importante ressaltar que a limpeza deve ser feita apenas com flanela limpa e seca, garantindo a durabilidade e beleza do produto. Adicione um charme especial ao seu espaço com esta luminária que, além de funcional, é uma verdadeira peça de arte.",,,none,,1,,,no,yes,,,,,no,,49,49,,,,,,,,,,,,,,,
